,YEAR,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,Response,Data_Value_Type,Data_Value_Rate,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder,latitude,longitude
16,2015,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,1.1,0.6,0.0,2.3,692.0,Male,All Races,All Ages,Middle School,"34.865970280000454, -111.76381127699972",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,34.865970280000454,-111.76381127699972
17,2015,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,0.9,0.4,0.1,1.6,675.0,Female,All Races,All Ages,Middle School,"34.865970280000454, -111.76381127699972",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,34.865970280000454,-111.76381127699972
18,2015,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,4.3,1.0,2.4,6.3,1379.0,Overall,All Races,All Ages,Middle School,"34.865970280000454, -111.76381127699972",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,34.865970280000454,-111.76381127699972
19,2015,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,4.4,1.0,2.4,6.5,697.0,Male,All Races,All Ages,Middle School,"34.865970280000454, -111.76381127699972",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,34.865970280000454,-111.76381127699972
20,2015,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,4.2,1.6,1.1,7.2,676.0,Female,All Races,All Ages,Middle School,"34.865970280000454, -111.76381127699972",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,34.865970280000454,-111.76381127699972
21,2015,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,0.3,0.2,0.0,0.8,1373.0,Overall,All Races,All Ages,Middle School,"34.865970280000454, -111.76381127699972",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12,34.865970280000454,-111.76381127699972
22,2015,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,0.6,0.5,0.0,1.5,692.0,Male,All Races,All Ages,Middle School,"34.865970280000454, -111.76381127699972",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,34.865970280000454,-111.76381127699972
23,2015,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,0.0,0.0,0.0,0.1,675.0,Female,All Races,All Ages,Middle School,"34.865970280000454, -111.76381127699972",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,34.865970280000454,-111.76381127699972
25,2015,CT,Connecticut,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,38.3,5.9,26.9,49.8,94.0,Overall,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,41.56266102000046,-72.64984095199964
31,2015,CT,Connecticut,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,59.6,5.8,48.4,70.9,107.0,Overall,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4,41.56266102000046,-72.64984095199964
33,2015,CT,Connecticut,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,69.5,8.0,53.9,85.1,51.0,Male,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,41.56266102000046,-72.64984095199964
35,2015,CT,Connecticut,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,50.2,7.0,36.6,63.9,54.0,Female,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6,41.56266102000046,-72.64984095199964
36,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Current,Percentage,0.8,0.2,0.4,1.2,2462.0,Overall,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,41.56266102000046,-72.64984095199964
37,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Current,Percentage,5.6,1.0,3.6,7.7,2260.0,Overall,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,41.56266102000046,-72.64984095199964
38,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Current,Percentage,0.7,0.2,0.3,1.1,1253.0,Male,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7,41.56266102000046,-72.64984095199964
39,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Current,Percentage,5.6,1.1,3.5,7.7,1166.0,Male,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,41.56266102000046,-72.64984095199964
40,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Current,Percentage,1.0,0.2,0.5,1.4,1198.0,Female,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7,41.56266102000046,-72.64984095199964
41,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Current,Percentage,5.6,1.3,3.0,8.2,1088.0,Female,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7,41.56266102000046,-72.64984095199964
42,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Ever,Percentage,4.4,0.8,2.9,5.9,2344.0,Overall,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8,41.56266102000046,-72.64984095199964
43,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Ever,Percentage,21.8,1.6,18.6,25.0,2174.0,Overall,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8,41.56266102000046,-72.64984095199964
44,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Ever,Percentage,4.6,0.8,3.1,6.2,1182.0,Male,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,41.56266102000046,-72.64984095199964
45,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Ever,Percentage,22.4,1.7,19.0,25.7,1113.0,Male,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,41.56266102000046,-72.64984095199964
46,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Ever,Percentage,4.2,0.8,2.6,5.8,1154.0,Female,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,41.56266102000046,-72.64984095199964
47,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Ever,Percentage,21.1,1.9,17.4,24.8,1055.0,Female,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,41.56266102000046,-72.64984095199964
48,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,0.1,0.1,0.0,0.2,2462.0,Overall,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,41.56266102000046,-72.64984095199964
49,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,1.8,0.6,0.6,3.0,2260.0,Overall,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,41.56266102000046,-72.64984095199964
50,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,0.2,0.1,0.0,0.5,1253.0,Male,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9,41.56266102000046,-72.64984095199964
51,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,2.0,0.7,0.6,3.4,1166.0,Male,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,41.56266102000046,-72.64984095199964
52,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,0.0,0.0,0.0,0.0,1198.0,Female,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9,41.56266102000046,-72.64984095199964
53,2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,1.6,0.7,0.3,2.9,1088.0,Female,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,41.56266102000046,-72.64984095199964
54,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,0.3,0.1,0.1,0.5,2452.0,Overall,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,41.56266102000046,-72.64984095199964
55,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,2.8,0.5,1.8,3.7,2261.0,Overall,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,41.56266102000046,-72.64984095199964
56,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,0.5,0.2,0.2,0.8,1247.0,Male,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,41.56266102000046,-72.64984095199964
57,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,4.7,0.8,3.2,6.2,1169.0,Male,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10,41.56266102000046,-72.64984095199964
58,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,0.1,0.1,0.0,0.2,1194.0,Female,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,41.56266102000046,-72.64984095199964
59,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,0.8,0.4,0.1,1.5,1086.0,Female,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10,41.56266102000046,-72.64984095199964
60,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,0.8,0.2,0.5,1.1,2440.0,Overall,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,41.56266102000046,-72.64984095199964
61,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,6.7,0.8,5.0,8.4,2260.0,Overall,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11,41.56266102000046,-72.64984095199964
62,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,1.0,0.2,0.6,1.4,1242.0,Male,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,41.56266102000046,-72.64984095199964
63,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,10.9,1.2,8.5,13.3,1163.0,Male,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,41.56266102000046,-72.64984095199964
64,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,0.5,0.2,0.2,0.9,1187.0,Female,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,41.56266102000046,-72.64984095199964
65,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,2.2,0.7,0.9,3.5,1091.0,Female,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11,41.56266102000046,-72.64984095199964
66,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,0.0,0.0,0.0,0.0,2452.0,Overall,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12,41.56266102000046,-72.64984095199964
67,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,0.9,0.3,0.4,1.4,2261.0,Overall,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,41.56266102000046,-72.64984095199964
68,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,0.0,0.0,0.0,0.0,1247.0,Male,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,41.56266102000046,-72.64984095199964
69,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,1.7,0.4,0.8,2.5,1169.0,Male,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12,41.56266102000046,-72.64984095199964
70,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,0.0,0.0,0.0,0.0,1194.0,Female,All Races,All Ages,Middle School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,41.56266102000046,-72.64984095199964
71,2015,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,0.2,0.1,0.0,0.4,1086.0,Female,All Races,All Ages,High School,"41.56266102000046, -72.64984095199964",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,41.56266102000046,-72.64984095199964
72,2015,GA,Georgia,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,47.1,5.5,36.4,57.9,95.0,Overall,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,32.83968109300048,-83.62758034599966
73,2015,GA,Georgia,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,50.5,7.6,35.6,65.5,59.0,Male,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2,32.83968109300048,-83.62758034599966
75,2015,GA,Georgia,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,57.0,6.4,44.5,69.6,108.0,Overall,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4,32.83968109300048,-83.62758034599966
76,2015,GA,Georgia,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,55.4,5.2,45.3,65.6,67.0,Male,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,32.83968109300048,-83.62758034599966
78,2015,GA,Georgia,Cigarette Use (Youth),Smoking Status,Current,Percentage,10.8,1.4,8.1,13.6,1370.0,Overall,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,32.83968109300048,-83.62758034599966
79,2015,GA,Georgia,Cigarette Use (Youth),Smoking Status,Current,Percentage,13.2,1.9,9.5,16.9,667.0,Male,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,32.83968109300048,-83.62758034599966
80,2015,GA,Georgia,Cigarette Use (Youth),Smoking Status,Current,Percentage,8.2,1.6,4.9,11.4,686.0,Female,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7,32.83968109300048,-83.62758034599966
81,2015,GA,Georgia,Cigarette Use (Youth),Smoking Status,Ever,Percentage,34.3,1.6,31.1,37.4,1267.0,Overall,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8,32.83968109300048,-83.62758034599966
82,2015,GA,Georgia,Cigarette Use (Youth),Smoking Status,Ever,Percentage,40.0,2.8,34.5,45.5,625.0,Male,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,32.83968109300048,-83.62758034599966
83,2015,GA,Georgia,Cigarette Use (Youth),Smoking Status,Ever,Percentage,28.1,2.4,23.3,32.8,628.0,Female,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,32.83968109300048,-83.62758034599966
84,2015,GA,Georgia,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,3.1,0.7,1.7,4.6,1370.0,Overall,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,32.83968109300048,-83.62758034599966
85,2015,GA,Georgia,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,3.9,0.9,2.2,5.6,667.0,Male,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,32.83968109300048,-83.62758034599966
86,2015,GA,Georgia,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,2.4,0.9,0.5,4.2,686.0,Female,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,32.83968109300048,-83.62758034599966
87,2015,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,8.2,1.0,6.3,10.1,1382.0,Overall,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,32.83968109300048,-83.62758034599966
88,2015,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,14.3,2.0,10.5,18.2,672.0,Male,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10,32.83968109300048,-83.62758034599966
89,2015,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,2.0,0.8,0.4,3.6,690.0,Female,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10,32.83968109300048,-83.62758034599966
90,2015,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,15.8,1.8,12.3,19.3,1320.0,Overall,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11,32.83968109300048,-83.62758034599966
91,2015,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,25.8,3.3,19.4,32.2,648.0,Male,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,32.83968109300048,-83.62758034599966
92,2015,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,5.5,1.1,3.3,7.7,658.0,Female,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11,32.83968109300048,-83.62758034599966
93,2015,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,3.8,0.5,2.8,4.9,1382.0,Overall,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,32.83968109300048,-83.62758034599966
94,2015,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,6.8,1.4,4.0,9.6,672.0,Male,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12,32.83968109300048,-83.62758034599966
95,2015,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,0.8,0.7,0.0,2.2,690.0,Female,All Races,All Ages,High School,"32.83968109300048, -83.62758034599966",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,32.83968109300048,-83.62758034599966
97,2015,HI,Hawaii,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,56.2,6.9,42.7,69.8,80.0,Overall,All Races,All Ages,High School,"21.304850435000446, -157.85774940299973",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,21.304850435000446,-157.85774940299973
102,2015,HI,Hawaii,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,70.7,5.5,60.0,81.5,56.0,Overall,All Races,All Ages,Middle School,"21.304850435000446, -157.85774940299973",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4,21.304850435000446,-157.85774940299973
103,2015,HI,Hawaii,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,68.4,5.5,57.7,79.1,100.0,Overall,All Races,All Ages,High School,"21.304850435000446, -157.85774940299973",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4,21.304850435000446,-157.85774940299973
104,2015,HI,Hawaii,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,1.2,0.4,0.5,1.9,929.0,Female,All Races,All Ages,High School,"21.304850435000446, -157.85774940299973",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,21.304850435000446,-157.85774940299973
106,2015,HI,Hawaii,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,63.6,5.8,52.3,75.0,50.0,Male,All Races,All Ages,High School,"21.304850435000446, -157.85774940299973",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,21.304850435000446,-157.85774940299973
109,2015,HI,Hawaii,Cigarette Use (Youth),Smoking Status,Current,Percentage,3.0,0.5,2.0,4.0,2174.0,Overall,All Races,All Ages,Middle School,"21.304850435000446, -157.85774940299973",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,21.304850435000446,-157.85774940299973
110,2015,HI,Hawaii,Cigarette Use (Youth),Smoking Status,Current,Percentage,7.4,0.9,5.6,9.1,1820.0,Overall,All Races,All Ages,High School,"21.304850435000446, -157.85774940299973",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,21.304850435000446,-157.85774940299973
